text,compound,label
"gojek kadang kadang gk apa yg pakai aplikasi nya",-0.2,0
"good app",0,1
"gojek gmana gua ngisi pulsa gk masuk masuk sih aplikasinya gk dibuka ngeselin",0,1
aman,0,1
"membantu merepotkan",0,1
bagus,0.5,2
"sulit banget",-0.6,0
"lemottr cari driverrr",0,1
"jangan iklan trs mengganggu",0,1
"ga sorry rating makin turun males mau pake aplikasimu krn saking lemotnya eh layanan gotix udah hilang ga laku",-0.3,0
"makin diupdate malah makin rusak jadi lemot banyak loading blank",0,1
"dulu habis rata jt lebih per bulan pakai gojek keperluan bisnis semakin kesini rasanya tarifnya terlalu mahal mungkin dievaluasi lah tarifnya",-0.3,0
"sangat membantu",0,1
siapp,0,1
"pelayanannya memuaskan",0,1
mantap,1,2
"susah mengunakan",-0.6,0
"good and safe driver clean car",0,1
"sangat membantu",0,1
"harganya makin sini makin masuk akal biasanya tempat langganan ribu sekarang naik jadi ribuan yg dikasih drivernya gak naik akibatnya orderan sering dicancel driver driver merasa jarak jauh tarif rendah",0,1
mantapsds,0,1
,0,1
,0,1
"kok dr soetomo",0,1
"kasih rating akun udah prem trs update malah jadi gak prem lagiini gimana mengalami gak cuman teman",0,1
"menu gotix saran kasih menu keterangan tiket tonton datang menu penilaian mengetahui film rekomedasikan",0,1
"posisi jkt mau orderin gocar sby kok alamat g diinput gimana",0,1
"driver kebanyakan bawa uang kecilbuat kembalian",0,1
"mantap nyaman",1,2
"gw bangga menggunakan aplikasi gojek gojek asli aplikasi indonesia alamat developernya indonesia apa menggunakan aplikasi alamat developernya luar negeri",0,1
"buat kalian semuamari order go ride electrik mengurangi polusi udara halus berisik",0,1
"kalo udah ujan yah ampuun drivernya susah bgt yg mo ambil orderan penumpang belaga gak butuh nunggu ampe lama utk cari drivernya displinkan tuh drivernya didpn mall banyak drivernya cuma emg pd males gimana gak lari ojek kuning coba",-0.6,0
"ongkir mahal",-0.3,0
"sukses selalu gojek indonesia",0,1
"sebel bgt aku gabisa tf lewat qriss hari akhir selalu aja muncul notif memproses pembayaran terus",0,1
"aplikasinya sering crash sama kaya sahamnya",0,1
mantab,0,1
"makin kesini makin mahal jadi males pake gojek",-0.3,0
"cepat murah",0,1
"pesan gofood hujan ga drivernya aplikasi bukan solusi",0,1
"so far so good lah meng help me",0,1
nice,0,1
"perbaiki sistem mapsnya posisi driver sering bergerak padahal bergerak buat kesal konfirmasi terus buat memastikan kalau driver yg mau balas enak kadang driver yg cuek gk lihat chat jadi sering cancel mapsnya sering nyasar loh padahal titik antar jemput sangat benar voucher diperbanyak yah buat gofoodnya soalnya lebih mahal ongkir diperbaiki kasih rating kedepannya",-0.4,0
"baik ramah",0.5,2
"hampir mau th pakai app ko sekarang tdk bs dbuka sama sekali berkali kali dicobatdk kendala jaringan terus kudu pie",0,1
"kirim uang hari kunjung masuk pelayanan pelaporan sangat kurang tanggap",0,1
"aplikasi sangat membantu sayamohon perbanyak voucher goridenya hehe",0,1
"mantap tepat waktu",1,2
"gara gara beda no aplikasi gopay terus ganti no nya sesuaikan aplikasi gopay masa tiba tiba log out sendiri terus log in saldonya tiba tiba jadi hilang ga diproses balik saldonya susah lama ribet prosesnya semoga kedepannya lebih baik pelayanannya",-0.4,0
good,0,1
,0,1
"sepi mana",0,1
"aplikasi sangat bagus produk negeri",0.5,2
good,0,1
"daerah pacet mojokerto kekurangan karyawan gojek",0,1
"driver banyak yg nakalsdh ketemu suruh matikankatanya potongan gededia rugi",-1,0
,0,1
"percuma bintang kalau cari mobil susah apk ga",-0.6,0
oke,0,1
"otp masuk whatsapp",0,1
"sekarang kalau mau pesen susah nya padahal driver dekat lokasi penjemputan banyakini malah cari jauh lokasitolong perbaiki",-0.6,0
okeee,0,1
"penambahan biaya gak ngotak gofood makanan restoran ribu jadi ribu terus ditambah biaya aplikasi sama ongkir",0,1
bgus,0,1
"aplikasi makanan terbaik gofood terima kasih",0,1
,0,1
"aplikasi tiba gak memuat lokasi detail tarif n gak pesan goridecar udh lapor cs udah ikutin langkah nya sama aja ttp gak aneh x lapor cs gak solutif selalu kasih jawaban sama percuma ditanggapi lg malah lgsg kasih rating service jelas bintang masalah nya belom selesai gak solutif n aplikasi blm dipake",-0.4,0
"status transaksi gagal keterangan refund uang",-0.5,0
good,0,1
awokwok,0,1
"kali kasih bintang alasannya order gocar terus internet putus lah padahal signal barnya bagus aplikasi olah hp gak signal akhirnya refresh ulang data internet muncul driver dijemput hotel eeeeeee tau tau nya notifikasi driver kamu sedang perjalanan nopol yg berbeda yg pertama ngantar kan aneh pantesan aku cari cari orderan yg tuntas yg terbaru kok gak muncul aneh nih gojek",-0.3,0
menyenangkan,0,1
ramah,0,1
"sangat bagus",0.5,2
,0,1
"cepat tepat n sangat membantu pilihan makananx aj yg perlu ditambahkan",0,1
"takkan pernah terganti",0,1
kereeeen,0,1
"akun lama jadi promo mantap",1.6,2
"pas mau tf tulisan nya sinyal gk padahal sinyal paket banyak",0,1
"lemot banget jaringan mau apa sih jaringan udh g selalu update kalo buru buru jadi susah ribet banget",-0.6,0
bagus,0.5,2
"abis update malah gak buka aplikasi something happened",0,1
good,0,1
"pelayanan sangat bagus ramah sekali",0.5,2
"good aplikasi",0,1
"masuk akun gojeg mohon bantuanya",0,1
"sangat membantu",0,1
"gojek memang juara",0,1
oke,0,1
mantap,1,2
"nice hand",0,1
"haha gk dibuka apps pdhal mau pesen makanan siap aja banyak yg uinstal",0,1
"mempermudah pemesanan",0,1
"klw driver bnyk yg begini ramah sopan santun gk pilih order is the best",0,1
"aplikasi nya makin ksnimakin ga bner udh mau bayar slalu gangguan padahal jaringan dh bagus",0.5,2
"pin verifikasi eror woiii",0,1
"suka aplikasinya mohon abdet seditealnya terkadang lokasi cari sering temukan padahal lokasinya mudah jangkau",0,1
"jarang pakai sih kali pakai tetap memuaskan",0,1
"murahbanyak diskon",0,1
"so so",0,1
"wahai gojek kalo potong komisi driver jangan banyak kasihan",-1,0
"baru mau masuk login memasukkan pin notif jaringan bermasalah",0,1
,0,1
"msh oke lahh",0,1
"woii kontoll baru top up tiba akun nonaktifkan udah aktifkan saldo ilang anjeeng",0,1
"thankssejauh aplikasinya oksangat membantu buat kaum rebahan kawak aku",0,1
"sangat baik",0.5,2
"slalu suka banyakin promo donk wkwkwkwk",0.6,2
"mantap lebih cepat naik gojek",1,2
"aplikasi bagus mudah cm masalhnya kl pesen gofood terlalu bnyak biaya pas check out blm bnyk resto yg ngasih hrg g ngotak ngasih promo tp hrs pake bank tertentu ribet",1.1,2
"aplikasi sampah hari jumat gapernah beruubah tahun tahun anjeeengg gapernha bener ni aplikasi semakin lama semakin kayak sampahhh",-0.5,0
"keterangan sedang banyak pesanan tp map banyak yg nganggur sengaja gak ambil orderan",0,1
"top bangeeettt",0,1
,0,1
"orderan cepat cepat datang driverx baik ramah",0.5,2
mantap,1,2
"diupdate jadi gak dibuka padahal kemaren diupdate lancarlancar aja",0,1
keren,0,1
"tiap trip kmn g d sby malang ampe bali masi sulit dpt driver mau byr cash or gopay",-0.6,0
"cairin gopinjam",0,1
top,0,1
"pelayanan nya lama",0,1
"tarifnya murahin donk",0,1
"bussseeeeet dah ongkir sama biaya lainnya aja udh rbpdhl dekat aja pengantaranjd segan pesan lewat gojek hdeuh",0,1
yoi,0,1
"apk jelek",-0.6,0
"makin sini makin parah udah mahal lama",-0.9,0
"orderan jauh jauh",0,1
"bagus sangat membantu memudahkan",0.5,2
"susah pencarian driver sekalinya malah dicancel padahal udah seneng krn kitanya tungguin lebih menit gada yg terima orderan",-0.6,0
"apk gojek si uda x eror terus dibukanya lama banget abis order selalu tulisan gojek menanggapi dong diperbaiki",0,1
gojek,0,1
"cs gopay nya parah semena langsung tutup telpon",-0.6,0
"app bermanfaat tingkatkan",0,1
"sekarang bagus pelayanannya",0.5,2
,0,1
"good aplikasi",0,1
"semakin sukses jaya",0,1
"buat order susah ga nyantol nyantol",-0.6,0
"mantap promonya",1,2
"driver sangat sopan pelayanan memuaskan",0,1
"membantu sekali",0,1
"apaansih pesan gofood sejam lebih driver ngancel ga jelas udah laper palah lama akhirnya dicancel ga jelas error dimananya parah",-0.6,0
"sangat menyenangkan mengenal aplikasi fitur nya lengkap mudah",0,1
"sii tiap buka app gojek masalah mulu sma jaringan pdhal sinyal aman aja",0,1
"gofood ngga menampilkan menu makanan aplikasinya busuk",0,1
"more good services excellence",0,1
"kalau dah hujan pake gocar kan gocar mana yg mau narik",0,1
oke,0,1
"minta d update kok hbs d update malah g bs buka jengkel bgt q mana lg btuh nya gofood ampe uninstl mulu jengah gw pindah grab aja dah",0,1
membantu,0,1
"berubah bahkan lebih buruk update good job waktu pemesanan realtime driver update lokasi driver realtime penempatan lokasi map sering terlempar area yg jauh aslinya aplikasi sering crashforce close kalo bilang masalah jaringan aplikasi game streaming lancar habis akuisisi kok malah blunder aneh",-1,0
oke,0,1
"sejauh oke dibuat banyak promo",0.6,2
"gopaylater dipake yyy",0,1
"aplikasi buruk sekali masa pesanan otomatis dibatalkan menemukan driver konyol sekali masa pelanggan menanggung akibatnya bukan sebentar nunggu nya jam loh haduh",-0.6,0
"ga beli rokok gomart",0,1
"gojek aplikasinya bukan makin bagus makin anjlok upgrade gopay tabungan apalah it top up saldo jadi lama masuknya aplikasi lemotnya parah order sllu drivernya jauh gopaylater limitnya naik jutaan tp blokir udah deh gak mau pakai lemot",-0.1,0
gembel,0,1
"kog sy bikin gojek tdk buka",0,1
mantap,1,2
"dulu terbantu sekali adanya fitur gotix update fitur hilang hp berlangganan plus menikmati fitur gotix mohon klarifikasinya pihak developer",-0.3,0
"tingkatkan kualitas team ahli yg memelihara aplikasi",0,1
"cepet promonya melimpah minus kadang suka kurang jelas nih apknya",-0.1,0
bagus,0.5,2
"aplikasi jelek saldo top up gak masuk lalu laporan robot semua fix jelek aplikasi jelek udah tarif naik gojek gw saranin jgn top up apa disini ribet",-1.8,0
"baru beli nomor ngk buka gojek alasan blokir ngk kasih tau",0,1
"makin k sini makin k sna ongkirnya mahal bnget percuma d adaain vocer ga ngaruh segala biaya penanganan harga makanan sma dgn harga ongkir gojek d perbarui dong ongkir nya mahal bnget",-0.6,0
"gojek punya solusi mengenai masalah lupa pin gopay nomor handphone yg didaftarkan gopay nonaktif berbagai cara dilakukan sesuai arahan intruksi membantu sama sekali alasan email customer service gak bales padahal email terkirim lancar dibales pihak gojek tibatiba laporan ditutup padahal masalah terselesaikan emang jelas gak punya solusi sih apk tuh apk arahannya beda",0,1
"tul tul mantul",0,1
"udah kurang diskonya mapnya sering crash",0,1
"driver baik",0.5,2
"membantu tpi harga yg pasang aplikasi lebih mahal sama real life",-0.3,0
"gotixnya mana",0,1
"batalin pesanan aja gabis go food udh gitu apk nya ribet mau rating aja bingungapk goblog",0,1
,0,1
,0,1
"nambahin fitur kasih nilai buat gojek makanan tinggal kirim terus cancel",0,1
mantap,1,2
"limit gede gopay later gak bikin salah apa limit diblokir harifreak",-0.5,0
"cukup membantu",0,1
"makin buruksaldo tdk d gunakanhati pake apk gojek ntr saldonya busuk d apkudh nunggu ampe mnggu aja g jawabanmnding pindah sebelah",0,1
,0,1
"pesan jam tulisan nya mnt jam gak",0,1
"parah sering banget error gofood nya terutama lama ga driver yg respon ganti driver berkali ga yg respon satu batalin jg ga parah bgt gojek",-1.2,0
"coba coba",0,1
"sangat membantu",0,1
good,0,1
"sekarang ongkirnya mahal klo grabfood jd mls mending toko oren voucher gratis ongkir",-0.3,0
"ajarkan attitude driver mengantarkan barang kerumah orang cukup salam luar jangan asal nyelonong masuk aja",0,1
"buat scan qris susah ngga",-0.6,0
"aplikasi sangat membantu",0,1
"aku sk",0,1
"blm makanan lobby",0,1
"sering lag",0,1
"solusi disaat lapar melanda",0,1
"transaksi sangat puas pake gopay",0.9,2
"sikap kenyamanan driver membawa mobil y baik",0.5,2
"sopan ramah",0,1
,0,1
"good is veri good",0,1
"pelayanan mantap",1,2
"apknya knp yaa sy pesen gocar sekali aja tpi knp tiba kepencet x sy kira kejadiannya apk gojek mama sy gtau nya apk gojek sy jg gitu",0,1
"sejauh bagus",0.5,2
"good application",0,1
"mantap la promonya pokoknya",1,2
,0,1
"isi saldo gopay malah masuk otomatis gopay tabungan gmn sih gojek mana susah banget prosesnya menonaktifkan gopay tabungannya perbaiki segera",-0.6,0
"saldo gopay tiba tiba ilang",0,1
"kereen suka",0,1
"baru isi saldo langsung masuk gopay tabungan jelaskan login tabungan gak",0,1
"tadi saldo masuk bospadahal biasa nya lancar",0,1
mantap,1,2
"permisi kakak developer alangkah lebih baiknya kalau mencari driver terlebih baru pesanan makanan dibuat menunggu satu jam ga dapet driver endingnya dibatalkan selama jam berharap makanannya datang loh kak kalau dikonfirmasi lebih awal kan langsung nyari makanan",0,1
"perdana lgsg dpt abangnya yg ramah padahal sy bw koper gede loh mksh y",0,1
"keren aplikasi nya",0,1
"aplikasi sangat membantu adanya fitur laporan adanya program pengembalian dana gojek sangat membantu yg kena tipu",0,1
baik,0.5,2
membantu,0,1
"gak jelas banget gojek gopaylater bayar selalu tepat waktu sekarang gopalater malah blokir",0,1
"gimana caranya matiin akun bang jago gopay bikin pusing",0,1
"sangat membantu",0,1
"sebenernya bagus sihcuma kemarin kendala waktu mau pakai gopaylatertgl des tagihan lunastapi tgl des mau transaksi tokopedia malah gak dipakek katanya coba lagidicoba malah gak pilihan gopaylaternya coba sampek besoknya samapilihan gopaylaternya hilang padahal app limitnya gak keterangan apa baru kemarin tgl des buka gofood baru situ tau kalo diblokir padahal gak telat bayar",0.2,2
"bagus semoga bermanfaat",0.5,2
"sat set bat bet trengginas",0,1
mantap,1,2
"kok aku daftar ga emailny gagal terus",-0.5,0
"nge blank payah",0,1
flash,0,1
"banyakin promonya gojek",0,1
"isi saldo selalu hilang terus saldo kagak masuk padahal udah masuk notif nya kembaliin saldo yg hilang bukn nominal kecil",-0.6,0
"apk sering error sekarang mana makin lama banyak tambahan biaya yg gak jelas makin mahal semua uda mau uninstall jg bentar lg mending beli langsung dahh murah jauh",-0.3,0
"aplikasi susah d buka lemot",-0.6,0
"sering upgred gopay ples slalu gagal krn gopay ples sy reguker padahal yg lalu lalu masalah ktp asli poto wajah asli slalu gagal jd bete wislah ga perlu upgred upgred aja cape deeeh",-1,0
kerennn,0,1
"sangat buruk pelayanannya banyak driver yg online yg confirmasi orderan krn hujan percuma kota besar tp tak diandalkan",-0.6,0
"semakin menurun pelayanannya paylater error terus bintang turunkan smg kedepan pelayanannya tambah baik bintang naik",0.5,2
"min kok gaada gotixnya yaaa aja sama perbaiki donggg",0,1
"makin kacau aplikasinya sering banget nge lag padahal sinyal oke nyebelin sinyal internet stabil yaaaaa jangan nyalahin sinyal mulu suka sebel ga solusi",-0.3,0
baikk,0,1
"gc bgt orgnya",0,1
"kocak paylater blokir pdahal byar tepat waktu",0,1
"sangat membantu tarifnya terjangkau",0,1
"bagus banyak promotapi kendala pembayaran pulsa gagal pakai coint",0,1
"gojek g punya nomer yg d hubungi real time yagembel bngetklo misal jngn d umpetin lahd taro dmn sihmasa iya klo apa ngirim k email",0,1
bagus,0.5,2
"apain tiba akun gopaylatter terblokir bener yaa gojek pdhl biasanya aman aja ga masalah gopaylatter jd gabisa dipake transaksi nyesel dehh bayar tepat waktu",0,1
"aman nyaman",0,1
"ko jd gajelas si padhl ga ngapangapain akunnya tiba eror gabisa pesan grabfood coba dong solusinya mana akunnya udah premium",-0.3,0
"cepat tepat hebat",0,1
mantap,1,2
"cepat mbilnya",0,1
"menghemat waktu",0,1
mantab,0,1
"gak pernah kecewa pesan gojek",-0.4,0
"apk sampah fitur gotix nya malah hilang gimana solusinya",-0.8,0
"sangat memuaskan",0,1
"bentar minta diupdate mulu apknwsya baru mingguq ywsag lalu diupdate minta diupdeate lagia kalo ga diupdate ga sf",0,1
"servis memuaskan",0,1
"gua mau daftar kali kendala mulu elah ribet ni apk",0,1
"dulu pertama limit kecil gopaylater tenor cicilan x cicilan skrg dpt limit besar tenor cicilan max cuma dpt x cicilan jadi ga pake",0,1
oke,0,1
"care qmwmana",0,1
"berkalikali mau mesen buat dokter keadaan urgent malah driver batalin semua cuman mau nerima ga pake promo kek mau kedokter loh anjiir yakali mesen keadaan urgent parah banget sumpah",0,1
"sangat memuaskan aplikasi gojek terimakasi gojek selalu jaya terus",0,1
baik,0.5,2
good,0,1
"sangat berguna sekali",0,1
tingkatkan,0,1
"susah up gopay plus",-0.6,0
"luar biasa kalian disaat butuh susahnya mendapatkan driver map nya terlihat beberapa driver bila separuh bintang utk rating yg paling sepadan service mu yg ga becus bagus tutup perusahaanmu kalau kau ga mau ngasih service disemua kondisi",0.5,2
"good application",0,1
"update apk malah sering eror buka padahal jaringan lainnya bagus",0.5,2
"buka timika",0,1
"membantu bgt mantap",1,2
mantap,1,2
"aplikasinya ringan terpercaya sangat membantu utk masyarakat",0,1
"good aplikasi",0,1
"okee mantap banyakin dong promo nyaa",1.6,2
mantap,1,2
"update lha kok malah posisi jakarta padahal surabaya",0,1
"amplikasi nggk buka",0,1
"ga pake fitur gopaylater mengecewakan",0,1
"gopaylater error boslimit fulltidak pernah telat sama sekali sya membuktikannymn diskon besarbesaran lagiinimah niat jahat kali jangn pakai limitnyaktnya aplikasi gk da bugini gara siapa sih jadi error gopaylater anak baru timedit email yahtp masalah selesai",0,1
good,0,1
"udah bagus sayang kirim ewallet lainnya da",0.5,2
"gopaylater digunakan payah",0,1
perbaiki,0,1
"perbaharui alamat koq kga ketik",0,1
good,0,1
"sikit promo",0.6,2
"cukup membantu",0,1
"sangat terbantu darurat perlu transportasi cepat",0,1
pokokny,0,1
"topup gopay pake mbangkin bca virtualaqun hari saldo masuk dri tgl sekarang dah desember pihak gojek ko nya saldo gak masuktolong itikad baik nya kembalikan saldo meski cuma tpi kan snagat berarti bergunakecewa anjirrrrbalikin saldo gua",0.5,2
"melakukan pelunasan jatuh tempo selalu pihak menelpon mohon ditindak lanjuti memiliki pinjaman apapun terimakasih",0,1
"kalau sore kalau mau kirim barang selalu gak mobil jadi membuat pengiriman terlambat",0,1
,0,1
"solusidr masalah transportasi yg jauh jadi dekatlapar jadi kenyangkarna gofood",0,1
"bagus banyak fitur promo nya nyaman buat transaksi",1.1,2
terbaik,0,1
"mantap gojek",1,2
"sangat manfaat bwt otw cepat",0,1
"hai gojek driver yg protes sy krn paket hemat padahal sy byar nya tak lebihkan kl ad promo yg merugikan driver knp protes nya penumpang kan pny hak pilih yg mn",0.6,2
"banyak promo pelayanan",0.6,2
mantap,1,2
"top bgt",0,1
"punya limit jt trus turun jado rb pake gopaylater gak telat trus abis bayar diblokir eh tau abis update nongol limit jt gak pake keterangan nya blokir mending delete aja gopaylater nya limit gak gunain",0,1
"katanya dikenakan biaya nyatanya tiap transaksi malah kena pdhal udh berharap bener nyatanya coba terus bgtu",0,1
nyaman,0,1
"aplikasi ga jelas jaringan stabil dibilang koneksi",0,1
"menjadi semua lancar aman nyaman",0,1
ahh,0,1
kurang,0,1
"suka aja ongkirnya terlalu mahal apa",-0.3,0
"tetap waktu",0,1
"beberapa hari terakhir aplikasi nya eror nunggu driver nya aja lamaaaaaaaaaa bnget",0,1
"aplikasinya minus banget sih sekarang mau buka keluar terus loadingnya lama pdhl sinyal udah bagus makin kesini makin jelek udah gitu yg komen banyak yg rating",-0.1,0
"wilayah jogja driver gocar terlalu memilih milih orderan membuat pengguna kurang nyaman",0,1
"makin bobrok apk muter mulu mau pesan goride aja susah pembayaran tokped pake gopay koin susah maunya apa",-1.2,0
"good app",0,1
"udah on berjam jam ga dapet orderan aja gilaa padahal udh resto terdekat kocak anying makin sini makin dongon aplikasi",0,1
mantap,1,2
"sekarang aplikasinya semakin jelek udh donlowd nunguin gk padahal memori besar jaringan bagus",-0.1,0
"kalimantan tengah gk gojekkk gimana nihh gojekk lappetttt",0,1
"mantap sangat puas",1.9,2
bagus,0.5,2
"mau ambil uang ga soalnya gara pin salah padahal bener orang belanja aja pembayaran nya pake gojek terus masukan pin nya benar tiba salah padahal akun nya cuman hp ndak kaitannya sama hp udah ganti pin sama aja tulisannya kebanyakan nyoba",-1,0
"jadi kirim food ortu meski tinggalnya jauh dikampung tinggal set lokasi beres",0,1
"tagihan gopay later januari aku lunasi desember malah akun gopay later ku diblokir aku tak order barang tokopediaaneh banget dilunasi diawal malah diblokir",0,1
"bagus memuaskan",0.5,2
banget,0,1
"sangat puas sekali",0.9,2
trimakasih,0,1
terimakasih,0,1
"mohon maaf gojek sy awalnya mau hapus akun sy krn skr susah cari gocar bs dihapus dg alasan tagihan paylater padahal pernah sy aktifkan sy bahkan cek tagihan apapun paylater maupun pinjaman maaf sy rasa sangat aman menggunakan gojek bs chat langsung dg admin gojek",-0.6,0
"mohon maaf atas ketidaknyamanannya dilakukan pengecekan sistem status transaksi kamu laporkan proses mohon kesediaan km menunggu selama hari kerja termasuk hari sabtu minggu libur nasional gila aja hari lama banget mah apa jadinya klo urgent begini tau begini ceritanya mah mending pakai uang cash",0,1
"buka aplikasi kok susah banget yaa",-0.6,0
"payah bgt ga buka",0,1
"kembalikan aplikasi gojek yg dulu apk yg sekarang sering eror alasan nya jaringan padahal jaringan stabil",0,1
bagus,0.5,2
bagus,0.5,2
"sanggat membantu dsaat hujan",0,1
"terlalu bnyk kemudahan yg dpt dr apk gojek mksh",0,1
"terima kasih pak",0,1
"selalu pakai dr awal aplikasi nya",0,1
ll,0,1
"udah hari saldo masuk aplikasi padahal udah bukti pembayaran sukses konter maksud gojek kan udah besar kan yak terus nasib user driver kalo kendala gimana nunggu hari kerja",0,1
banget,0,1
"kesekian kalinya padahal buru mau ibadah si drivernya gak yg trima ordernya gojek dong mitranya tertibkan",0,1
nyaman,0,1
"padahal akun gopay premium dah udh sering melakukan transfer rekening mana aja tpi knp sekarang akun gk transfer perlu upgrade premium",0,1
"pertahankan kwalitas",0,1
"syukaaa bangeett",0,1
"sangat membantu",0,1
,0,1
"masalah support cs membuahkan hasil masalah kurangnya barang yg beli lewat gofood laporan tutup hasil trims kirim bukti barang bukti struk",0,1
good,0,1
"beli kuota gojek g bilangnya aktivitas wajar cara mengatasi gimana aku beli kuota tokopedia pake gopay",0,1
keren,0,1
"banyakin diskon nya",0,1
"good job",0,1
"driver terima order goride posisi motornya malah menjauh gamau cancel gamau rusak rating jelek sering tuh driver kalo siang hari biarin mau sampe jam lah malam kasih opsi cancel dong driver menjauh malah customer yg rugi jadi susah cari driver pdhl yg nakal",-2.2,0
"mantap sukses selalu gojek indonesia",1,2
"good aplikasi",0,1
"semakin baik pelayanan nya",0.5,2
banget,0,1
"gimana caray lupa pin y bos sdangkan nomer yg buat daftar gopay hilang sma hpy",-0.3,0
"memudahkan efisiensi waktu",0,1
bagus,0.5,2
oke,0,1
"sangat membantu diskonan dikit",0,1
"bagus mudah andalkan bentuk dompet berkualitas",0.5,2
"aplikasi kolom saran kritik perbaikan aplikasi",0,1
"lumayan cuma kurang diskon yg nyata shopee khusus gofood",0,1
"go transit eror apa gbs pake buat krl",0,1
memudahkan,0,1
"tarif mahal kedrever terimanya tdk seberapaapalagi double ordermisal custamer potongan onkir rb kedrever cm g punya otak ceo catherin",-0.3,0
toplahhh,0,1
"layanan ongkir nunggunya lama sejammau makan aja nunggu sejam perbaikin pake gojek tahun masa makin tahun tahun kaya gini layanannya buruk",-0.6,0
"menang baik",0.5,2
bagus,0.5,2
"sangat kecewa payah gojek sekarang minim driver estimasi waktu menit ditunggu sampe jam menit dapet driver payah sekaliiiii",-0.4,0
,0,1
"nyaman gojek dibanding teruslah tumbuh berkembang ide baru tetap menjadi terbaik persaingan sekarang semakin ketat",0,1
"susah ganti no hp",-0.6,0
"gopay later nya bagus",0.5,2
"apl buruk",-0.6,0
"semoga ga sering nge lag",0,1
mantulll,0,1
mantap,1,2
"miris gocar purwakarta mnta cancel gara pembayaran pakai gopay pengalaman td sore mau rsradjak smua driver mnta cancel meng cancel pesanan mau tanya gojek apa pungsi gopay kalo emang driver nya gk mau bayar gopay apa pbayaran lewat gopay merugikan driver kalo gtu gojek gk usah purwakarta klo kalian gk mau bayar pakai gopay yg tertera apk kalian mudahn gk terjadi kalian driver gocar kalian urgent mau rs tolak sama driver nya",0,1
"adain gotix dong min",0,1
"gopay tolol akun gopay tiba terblokir padahal melakukan transaksi apa katanya nya pelanggaran komunitas gopay tolol",0,1
mantap,1,2
"protes epada pihak gojek terhormat akun aplikasi gojek ditutup alasan melanggar peraturan padahal rasa pernah menyalahgunakan laporkan fitur bantuan tanyakan apa kesalahannya menjawab akun teridentifikasi akun curang loohhhhhh aneh sekali layanan gojek memang baik bagus mohon intuk diperbaiki lebih baik terimakasih",1.1,2
"oke langsung otw",0,1
matab,0,1
"gimana sih aplikasinya kemaren ga bayar pake gopay udah komplain diemail blom jawaban sama sekali butuh buat kerjaan ga pernah direspon sama admin gojek nya dong profesional dikit",0,1
"transportasi murahan kuning makanan murahan oren aplikasi suka ngefreeze drivernya random kelakuannya kayak gak pelatihan pt",0,1
"sejak update aplikasi ngga dibuka cuma sampe logo gejek lalu kembalikeluar sendirikenapa y",0,1
"hemat lebih memudahkan beraktivitas terimakasih gojek",0,1
"permudah terus yah buat pengguna app makasih sejauh udh bagus",0.5,2
"sangat memudahkan berpergian memesan makanan mantab",0,1
"bertransaksi menggunakan gopay later padahal tagihan selalu dibayar tepat waktu cepat cepat diperbaiki",0,1
sukses,0,1
"aela uang gua hilang gopay",-0.3,0
"sangat merugikan customer penyelesaian masalah sama sekali sangat profesional gopaylater tibatiba blokir padahal masalah apapun komplain keras malah penyelesaian masalah sama sekali sangatsangat buruk sekali",-0.6,0
"selama pake aplikasi gojek pernah mengecewakan",0,1
"tertolong tdk gangguan error",0,1
"selalu josss",0,1
"pihak gojek terhormat sayas melakukan top up saldo gopay tanggal sekrang masuk top berhasil saldo masuk melakukan laporan malah laporan ditutup proses",0,1
top,0,1
"aplikasi kok gak d buka aneh",-0.4,0
"banyak driver ugalan",0,1
top,0,1
"salam satu aspal jangankan anak istri ku rumah drepernya sendiri puasa kalau begini terus terusan mati drepermu jek jam online cuma kasih orderan harusnya gojek lebih cakap pem bagian orderan menafkahi keluarga bergantung sama gojek mudah mudahan kedepannya gojek meningkatkan orderan salam satu aspal",-0.7,0
,0,1
"jadi gini gojek buat ngemis onlein tiap order goofod driver sll bilang cuma dapet goceng padahal apk bayar k ongkirnya tpi driver sll bilang cuman goceng kaklo lebihin y ka ongkirnya lewat tip trimakasih",0,1
,0,1
mantabss,0,1
"sangat membantu",0,1
"sangat membantu",0,1
"banyak yg kecewa adanya double order waktu nunggu jdi lebih lama driver jarang yg mau ngambil double order kerena potongannya yg manusiawi",-0.4,0
"bagus banget",0.5,2
perfect,0,1
good,0,1
"males skrg pake gopaytransaksi seringtp ajukan pinjeman selalu ditolak terus berkali",0,1
"bikin gw lebih memilih yg pernah memakai jasa jaman apk lahir gw orang pertama yg memakai jasa gocartp pengajuan entah gopaylater or gopaypinjam selalu ditolak penjelasancoba liat sono akun q udh jadi boss tp gw sdh bbrp lama bulan najis pakai",0,1
,0,1
"sy pengguna setia gojek lama gopay pinjam sy tolakalasanya ap",0,1
"gofood jadi senyaman dulu sekarang tampilan maps pemesanan dihilangkan semakin sering pengantaran sekaligus alasan pengantaran searah yg kadang malah antar lokasi lebih jauh dulu padahal membayar tarif ongkir reguler diberlakukan pengantaran sekaligus penyesuaian ongkir krn menunggu lebih lama mana logikanya komplain percuma lgsg ditutup krn merasa benar",-0.1,0
"pengemudi tahu tempat tujuanjujur dansopan",0,1
